msc_010230_0290#0,"""ในฐานะที่พวกเธอเป็นกลุ่มเดียวที่เคยเผชิญหน้ากับ Dark Falz โดยตรง<br>มันคงจะดูไร้ความรับผิดชอบไปหน่อยถ้าฉันไม่ขอให้พวกเธอมาเข้าร่วมการต่อสู้นี้ด้วย"""
msc_010230_0300#0,"""ถึงมันอาจจะดูใจร้ายไปบ้างที่ขอเรื่องนี้ ทั้งที่พวกเธอเพิ่งจะผ่าน<br>เรื่องเลวร้ายมาหมาดๆ... แต่ความช่วยเหลือของพวกเธอจะมีค่ากับเรามากจริงๆ"""
msc_010230_0310#0,"""ฉันจะ... สู้ ไม่สิ ฉัน 'อยาก' ที่จะสู้กับ Dark Falz"""
msc_010230_0320#0,"""เพื่อไม่ให้เรื่องแบบนี้... ต้องเกิดขึ้น... กับใครอีก"""
msc_010230_0330#0,"""ไอน่า..."""
msc_010230_0340#0,"""แล้วพวกเธอสองคนล่ะ?"""
msc_010230_0350#0,"""ฉันก็จะสู้เหมือนกัน"""
msc_010230_0360#0,"""เธอจะเอายังไงล่ะ มาน่อน?"""
msc_010230_0370#0,"""...จะเอาจริงเหรอ?"""
msc_010230_0380#0,"""เธอยังใหม่และไม่คุ้นเคยกับโลกนี้เลย<br>ใช่ไหมล่ะ? ยังไม่ต้องรีบให้คำตอบตอนนี้ก็ได้นะ"""
msc_010230_0390#0,"""ฉัน... ฉันจะ..."""
msc_010230_0400#0,"""...เข้าใจแล้ว ฉันจะช่วยด้วย"""
msc_010230_0410#0,"""งั้นเหรอ... ขอบใจมากนะ"""
msc_010230_0420#0,"""ฉันจะ... เข้าร่วมกับพวกเธอ"""
msc_010230_0430#0,"""...มาน่อน..."""
msc_010230_0440#0,"""ขอบใจพวกเธอทั้งสามคนมากเลยนะ"""
msc_010230_0450#0,"""แล้ว พวกเราควรจะเริ่มจากอะไรดีคะ?"""
msc_010230_0460#0,"""ก่อนอื่น ฉันอยากให้พวกเธอช่วยเตรียมการสำหรับรับมือ Dark Falz"""
msc_010230_0470#0,"""...และ หาก Dark Falz ปรากฏตัวขึ้น..."""
msc_010230_0480#0,"""เราจะสู้กับมันไปด้วยกัน"""
msc_010230_0500#0,"""แน่นอนว่ายังไม่ต้องเริ่มปุบปับตอนนี้หรอก รัน (Ran) เรื่องที่พักเรียบร้อยไหม?"""
msc_010230_0510#0,"""เตรียมห้องพักสำหรับสามท่านไว้เรียบร้อยแล้วค่ะ"""
msc_010230_0520#0,"""ตั้งแต่นี้ไป พวกเธอทั้งสามคนคือผู้อยู่อาศัยของ เซ็นทรัลซิตี้ (Central City)"""
msc_010230_0530#0,"""ถ้าลองเช็กที่ Mag ของพวกเธอ จะเห็นเลยว่า<br>ได้รับการลงทะเบียนเป็นสมาชิก ARKS อย่างเป็นทางการแล้ว"""
msc_010230_0540#0,"""Mag ของพวกเธอจะทำหน้าที่เป็นกุญแจสำหรับ<br>ห้องพักของแต่ละคนด้วย เพราะงั้นพักผ่อนกันให้เต็มที่ล่ะ"""
msc_010230_0550#0,"""...เรื่องอื่นที่ฉันอยากจะคุย ไว้ต่อกันวันหลังดีกว่า"""
msc_010230_0560#0,"""ฉันส่งตำแหน่งห้องพักไปให้ที่ Mag แล้วนะ<br>วันนี้ สิ่งเดียวที่ฉันอยากให้พวกเธอทำก็คือการพักผ่อนซะ"""
